CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,address,location,point,Latitude,Longitude,Altitude
280339,HOSPITAL SAN RAFAEL,"SERRANO, 199",915649943.0,915646181.0,915635005.0,280796,Madrid,28,MADRID,13,MADRID,028016,188,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,sanrafael.secretaria@hsjd.es,1,2,0,1,0,0,0,0,0,0,1,0,0,"SERRANO, 199,Madrid,028016","Calle de Serrano 199, Madrid, Comunidad de Madrid 28016, Spain","(40.4523054, -3.6814876, 0.0)",40.4523054,-3.6814876,0.0
280344,HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASÍS,"SAN BERNABÉ, 13",913657600.0,,913650860.0,280796,Madrid,28,MADRID,13,MADRID,028005,72,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,administrador@hospitalvot.es,1,1,0,0,0,0,0,0,0,0,1,0,0,"SAN BERNABÉ, 13,Madrid,028005","Calle de San Bernabé 13, Madrid, Comunidad de Madrid 28005, Spain","(40.4090478, -3.7139122, 0.0)",40.4090478,-3.7139122,0.0
280357,HOSPITAL QUIRÓNSALUD SAN JOSÉ,"CARTAGENA, 111",910687000.0,,915103833.0,280796,Madrid,28,MADRID,13,MADRID,028002,84,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.sanjose@quironsalud.es,1,1,0,0,0,0,0,0,0,0,1,1,0,"CARTAGENA, 111,Madrid,028002","Carrera 111, Cartagena de Indias, Bolívar, Colombia","(10.41667, -75.44642, 0.0)",10.41667,-75.44642,0.0
280360,HOSPITAL BEATA MARÍA ANA. HH. HOSPITALARIAS SGDO. C. DE JESÚS,"DR ESQUERDO, 83",914097423.0,,915732026.0,280796,Madrid,28,MADRID,13,MADRID,028007,160,12,MÉDICO-QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,acapilla.hbma@hospitalarias.es,1,2,0,0,0,0,0,1,0,0,1,1,0,"DR ESQUERDO, 83,Madrid,028007","Calle Doctor Esquerdo 83, Madrid, Comunidad de Madrid 28007, Spain","(40.4180244, -3.6684472, 0.0)",40.4180244,-3.6684472,0.0
280376,CLÍNICA SANTA ELENA,"LA GRANJA, 8",914539400.0,914539407.0,914539401.0,280796,Madrid,28,MADRID,13,MADRID,028003,76,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,informacion@clinica-santa-elena.org,1,1,0,0,0,1,0,0,0,0,1,0,21,"LA GRANJA, 8,Madrid,028003","Calle de la Granja 8, Madrid, Comunidad de Madrid 28003, Spain","(40.4457389, -3.7170329, 0.0)",40.4457389,-3.7170329,0.0
280382,HOSPITAL SAN FRANCISCO DE ASÍS,"JOAQUÍN COSTA, 28",915617100.0,,915643971.0,280796,Madrid,28,MADRID,13,MADRID,028002,168,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,jmanuel.lopez@ssfda.com,1,2,0,1,0,0,0,1,0,0,1,1,12,"JOAQUÍN COSTA, 28,Madrid,028002","Calle de Joaquín Costa 28, Madrid, Comunidad de Madrid 28006, Spain","(40.4427855, -3.6835095, 0.0)",40.4427855,-3.6835095,0.0
280395,CLÍNICA SAN MIGUEL,"ARTURO SORIA, 204",914135011.0,,914135638.0,280796,Madrid,28,MADRID,13,MADRID,028043,94,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,cpolidura.sanmiguel@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARTURO SORIA, 204,Madrid,028043","Calle de Arturo Soria 204, Madrid, Comunidad de Madrid 28043, Spain","(40.4600755, -3.6602648, 0.0)",40.4600755,-3.6602648,0.0
280409,CLÍNICA NUESTRA SRA. DE LA PAZ,"LÓPEZ DE HOYOS, 259",914156000.0,646599099.0,915191509.0,280796,Madrid,28,MADRID,13,MADRID,028043,99,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),S,N,N,,N,N,S,,S,elvira.conde@sjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"LÓPEZ DE HOYOS, 259,Madrid,028043","Calle de López de Hoyos 259, Madrid, Comunidad de Madrid 28043, Spain","(40.4569105, -3.6617496, 0.0)",40.4569105,-3.6617496,0.0
280416,FUNDACIÓN INSTITUTO SAN JOSÉ,"C\ PINAR DE SAN JOSÉ, 98",915080140.0,,915083760.0,280796,Madrid,28,MADRID,13,MADRID,028054,259,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,fisj@ohsjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"C\ PINAR DE SAN JOSÉ, 98,Madrid,028054","Calle del Pinar de San José 98, Madrid, Comunidad de Madrid 28054, Spain","(40.3617957, -3.7746354, 0.0)",40.3617957,-3.7746354,0.0
280421,HOSPITAL UNIVERSITARIO FUNDACIÓN JIMÉNEZ DÍAZ,"AV. DE LOS REYES CATÓLICOS, 2",915504800.0,,915443625.0,280796,Madrid,28,MADRID,13,MADRID,028040,659,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,fjd@fjd.es,4,4,2,1,2,1,0,2,0,0,3,2,25,"AV. DE LOS REYES CATÓLICOS, 2,Madrid,028040","Avenida de los Reyes Católicos 2, Madrid, Comunidad de Madrid 28015, Spain","(40.4372253, -3.7200014, 0.0)",40.4372253,-3.7200014,0.0
280442,HOSPITAL VIRGEN DEL MAR,"CALLE HONDURAS, Nº 14",913539500.0,913539501.0,913451013.0,280796,Madrid,28,MADRID,13,MADRID,028016,76,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,cibanezr@sanitas.es,1,1,0,0,0,0,0,0,0,0,1,0,0,"CALLE HONDURAS, Nº 14,Madrid,028016","Calle de Honduras 14, Madrid, Comunidad de Madrid 28016, Spain","(40.459496, -3.6785685, 0.0)",40.459496,-3.6785685,0.0
280455,"HESTIA MADRID (CLÍNICA SEAR, S.A.)","CTRA. DE COLMENAR VIEJO, KM. 16",917340500.0,,917348734.0,280796,Madrid,28,MADRID,13,MADRID,028049,250,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,sear@clinicasear.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DE COLMENAR VIEJO, KM. 16,Madrid,028049","Carretera de Colmenar Viejo 16, Madrid, Comunidad de Madrid 28049, Spain","(40.5541201, -3.7093633, 0.0)",40.5541201,-3.7093633,0.0
280468,HOSPITAL RUBER JUAN BRAVO 39,"JUAN BRAVO, 39",910687777.0,,913098223.0,280796,Madrid,28,MADRID,13,MADRID,028006,70,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,secretariadireccion.rjb@quironsalud.es,1,1,0,0,0,0,0,0,0,0,0,0,16,"JUAN BRAVO, 39,Madrid,028006","Calle de Juan Bravo 39, Madrid, Comunidad de Madrid 28006, Spain","(40.4327215, -3.6776064, 0.0)",40.4327215,-3.6776064,0.0
280474,HOSPITAL VITHAS NUESTRA SEÑORA DE AMÉRICA,"ARTURO SORIA, 103",902500112.0,,914130974.0,280796,Madrid,28,MADRID,13,MADRID,028043,100,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,infomadrid@vithas.es,1,3,1,1,1,0,0,0,0,0,1,1,0,"ARTURO SORIA, 103,Madrid,028043","Calle de Arturo Soria 103, Madrid, Comunidad de Madrid 28043, Spain","(40.4497307, -3.6519278, 0.0)",40.4497307,-3.6519278,0.0
280528,"HOSPITAL VIRGEN DE LA PALOMA, S.A.","LOMA, 1",915348207.0,,915532268.0,280796,Madrid,28,MADRID,13,MADRID,028003,92,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,facturacion@hospitalvpaloma.com,1,1,0,1,0,2,0,0,0,0,1,1,0,"LOMA, 1,Madrid,028003","Calle de la Loma 1, El Molar, Comunidad de Madrid 28710, Spain","(40.7336307, -3.5809407, 0.0)",40.7336307,-3.5809407,0.0
280534,"CLÍNICA LA LUZ, S.L.","MAESTRO ÁNGEL LLORCA, 8",914530200.0,914530599.0,914530425.0,280796,Madrid,28,MADRID,13,MADRID,028003,180,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.laluz@quironsalud.es,3,2,0,1,1,1,0,2,0,1,2,1,0,"MAESTRO ÁNGEL LLORCA, 8,Madrid,028003","Calle Maestro Ángel Llorca 8, Madrid, Comunidad de Madrid 28003, Spain","(40.44417, -3.7137758, 0.0)",40.44417,-3.7137758,0.0
280549,FUENSANTA S.L. (CLÍNICA FUENSANTA),"ARTURO SORIA, 17",914100200.0,,914071512.0,280796,Madrid,28,MADRID,13,MADRID,028027,30,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jgabiola@grupofuensanta.com,1,1,1,0,0,0,0,0,0,0,2,1,30,"ARTURO SORIA, 17,Madrid,028027","Calle de Arturo Soria 17, Madrid, Comunidad de Madrid 28027, Spain","(40.4401349, -3.640106, 0.0)",40.4401349,-3.640106,0.0
280552,HOSPITAL RUBER JUAN BRAVO 49,"JUAN BRAVO, 49",910687999.0,,914024617.0,280796,Madrid,28,MADRID,13,MADRID,028006,163,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,secretariadireccion.rjb@quironsalud.es,1,2,0,1,1,0,0,0,0,0,1,1,0,"JUAN BRAVO, 49,Madrid,028006","Calle de Juan Bravo 49, Madrid, Comunidad de Madrid 28006, Spain","(40.4326655, -3.6763487, 0.0)",40.4326655,-3.6763487,0.0
280565,HOSPITAL RUBER INTERNACIONAL,"LA MASÓ, 38",913875000.0,913875270.0,913875259.0,280796,Madrid,28,MADRID,13,MADRID,028034,143,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,ruber.rbi@ruberinternacional.es,3,3,1,1,1,0,0,3,1,1,2,1,1,"LA MASÓ, 38,Madrid,028034","Calle de la Masó 38, Madrid, Comunidad de Madrid 28035, Spain","(40.4894258, -3.7153232, 0.0)",40.4894258,-3.7153232,0.0
280587,CLÍNICA LA MILAGROSA,"MODESTO LAFUENTE, 14",914472100.0,,914473449.0,280796,Madrid,28,MADRID,13,MADRID,028010,171,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,lamilagrosa@lamilagrosa.com,1,3,2,1,1,1,0,1,0,1,1,1,0,"MODESTO LAFUENTE, 14,Madrid,028010","Calle de Modesto Lafuente 14, Madrid, Comunidad de Madrid 28010, Spain","(40.4370007, -3.696133, 0.0)",40.4370007,-3.696133,0.0
280604,HOSPITAL UNIVERSITARIO LA ZARZUELA,"PLÉYADES, 25 (ARAVACA)",915858016.0,915858000.0,913572892.0,280796,Madrid,28,MADRID,13,MADRID,028023,116,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,N,idiezr@sanitas.es,1,2,0,1,1,0,0,0,0,0,1,0,0,"PLÉYADES, 25 (ARAVACA),Madrid,028023","Calle de Pléyades 25, Madrid, Comunidad de Madrid 28023, Spain","(40.4629028, -3.7842342, 0.0)",40.4629028,-3.7842342,0.0
280626,HOSPITAL UNIVERSITARIO HM NUEVO BELEN,"JOSÉ SILVA, 7",917444100.0,917441600.0,914153305.0,280796,Madrid,28,MADRID,13,MADRID,028043,60,3,MATERNAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,N,pmonteliu@hmhospitales.com,0,0,0,0,0,0,0,0,0,0,1,1,0,"JOSÉ SILVA, 7,Madrid,028043","Calle de José Silva 7, Madrid, Comunidad de Madrid 28043, Spain","(40.4550829, -3.6575943, 0.0)",40.4550829,-3.6575943,0.0
280647,SANATORIO NEUROPSIQUIÁTRICO DOCTOR LEÓN,"PZA MARIANO DE CAVIA, 3",914332948.0,,914334938.0,280796,Madrid,28,MADRID,13,MADRID,028007,96,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,"sanatoriodrleon@telefonica.net , loclileon@hotmail.com",0,0,0,0,0,0,0,0,0,0,0,0,0,"PZA MARIANO DE CAVIA, 3,Madrid,028007",Germany,"(51.09328079223633, 10.380292892456055, 0.0)",51.09328079223633,10.380292892456055,0.0
280650,INSTITUTO DE INVESTIGACIONES NEUROPSIQUIÁTRICAS DR. LÓPEZ IBOR,"DOCTOR JUAN JOSÉ LÓPEZ IBOR, 2",913162740.0,913162744.0,913162844.0,280796,Madrid,28,MADRID,13,MADRID,028035,67,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@lopezibor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOCTOR JUAN JOSÉ LÓPEZ IBOR, 2,Madrid,028035","Calle del Doctor Juan José López Ibor 2, Madrid, Comunidad de Madrid 28035, Spain","(40.4685596, -3.7245289, 0.0)",40.4685596,-3.7245289,0.0
280679,"SANATORIO ESQUERDO, S.A.","AV. DE LOS POBLADOS, 70",917061100.0,,917063521.0,280796,Madrid,28,MADRID,13,MADRID,028044,115,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@sanatorioesquerdo.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV. DE LOS POBLADOS, 70,Madrid,028044","Avenida de los Poblados 70, Madrid, Comunidad de Madrid 28044, Spain","(40.3820102, -3.7595158, 0.0)",40.3820102,-3.7595158,0.0
280724,HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA,"GLORIETA DEL EJÉRCITO, Nº 1",914222000.0,,914228201.0,280796,Madrid,28,MADRID,13,MADRID,028047,475,1,GENERAL,5,MINISTERIO DE DEFENSA,25,MINISTERIO DE DEFENSA,S,N,N,,N,N,S,,S,hcdgomezulla@oc.mde.es,2,2,0,2,1,1,0,2,1,0,1,1,24,"GLORIETA DEL EJÉRCITO, Nº 1,Madrid,028047","Glorieta del Ejército 1, Madrid, Comunidad de Madrid 28047, Spain","(40.3880062, -3.745453, 0.0)",40.3880062,-3.745453,0.0
280745,HOSPITAL UNIVERSITARIO PRÍNCIPE DE ASTURIAS,"CTRA. ALCALÁ-MECO, S/N",918878100.0,,918801825.0,280053,Alcalá de Henares,28,MADRID,13,MADRID,028805,507,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hupa@salud.madrid.org,3,2,1,1,1,0,0,0,0,0,2,1,28,"CTRA. ALCALÁ-MECO, S/N,Alcalá de Henares,028805","Carretera de Meco, Alcalá de Henares, Comunidad de Madrid 28805, Spain","(40.5045257891629, -3.35191897610955, 0.0)",40.5045257891629,-3.35191897610955,0.0
280761,HOSPITAL DE LA FUENFRÍA,"CTRA. DE LAS DEHESAS, S/N",918520300.0,,918521567.0,280382,Cercedilla,28,MADRID,13,MADRID,028470,192,13,GERIATRÍA Y/O LARGA ESTANCIA,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hlff@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DE LAS DEHESAS, S/N,Cercedilla,028470","Cercedilla, Community of Madrid, Spain","(40.741451263427734, -4.054666996002197, 0.0)",40.741451263427734,-4.054666996002197,0.0
280777,HH. HH. SGDO. C. DE JESÚS. COMPLEJO ASISTENCIAL BENITO MENNI,"JARDINES, 1",918930150.0,,918930175.0,280409,Ciempozuelos,28,MADRID,13,MADRID,028350,318,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,S,jrodriguez.cabm@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"JARDINES, 1,Ciempozuelos,028350","Calle de los Jardines 1, Ciempozuelos, Comunidad de Madrid 28350, Spain","(40.1561803, -3.6194481, 0.0)",40.1561803,-3.6194481,0.0
280783,CENTRO SAN JUAN DE DIOS,"AV. DE SAN JUAN DE DIOS, 1",918930001.0,646599099.0,918932868.0,280409,Ciempozuelos,28,MADRID,13,MADRID,028350,339,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),S,N,N,,N,N,N,,S,elvira.conde@sjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV. DE SAN JUAN DE DIOS, 1,Ciempozuelos,028350","Avenida de San Juan de Dios 1, Ciempozuelos, Comunidad de Madrid 28350, Spain","(40.1602725, -3.6130953, 0.0)",40.1602725,-3.6130953,0.0
280796,HOSPITAL MONOGRÁFICO ASEPEYO DE TRAUMAT. CIRUGÍA Y REHABILITACIÓN,"JOAQUÍN DE CÁRDENAS, 2",916735011.0,,916276204.0,280493,Coslada,28,MADRID,13,MADRID,028823,133,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,N,,N,IGARCIAGISMERA@ASEPEYO.ES,1,2,0,0,0,0,0,0,0,0,0,0,0,"JOAQUÍN DE CÁRDENAS, 2,Coslada,028823","Calle de Joaquín de Cárdenas 2, Coslada, Comunidad de Madrid 28823, Spain","(40.436618, -3.5314906, 0.0)",40.436618,-3.5314906,0.0
280800,HOSPITAL GUADARRAMA,"PASEO DEL MOLINO DEL REY, 2",918562000.0,,918562057.0,280685,Guadarrama,28,MADRID,13,MADRID,028440,144,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerencia.hgua@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"PASEO DEL MOLINO DEL REY, 2,Guadarrama,028440","Paseo del Molino del Rey 2, Guadarrama, Comunidad de Madrid 28440, Spain","(40.6694952, -4.0859769, 0.0)",40.6694952,-4.0859769,0.0
280838,HOSPITAL UNIVERSITARIO SEVERO OCHOA,AVENIDA DE ORELLANA S/Nº,914818000.0,,916940717.0,280745,Leganés,28,MADRID,13,MADRID,028911,386,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gencia.hsvo@salud.madrid.org,2,2,0,1,1,0,0,0,0,0,2,0,57,"AVENIDA DE ORELLANA S/Nº,Leganés,028911","Leganés, Community of Madrid, Spain","(40.32642364501953, -3.7589879035949707, 0.0)",40.32642364501953,-3.7589879035949707,0.0
280843,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN-1 LUNA,"LA LUNA, 1",915866767.0,,915866543.0,280745,Leganés,28,MADRID,13,MADRID,028911,0,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281427.0,N,N,N,,N,gerencia.ipjg@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"LA LUNA, 1,Leganés,028911","Calle de la Luna 1, Leganés, Comunidad de Madrid 28911, Spain","(40.327348, -3.767614, 0.0)",40.327348,-3.767614,0.0
280856,FREMAP HOSPITAL Y CENTRO DE REHABILITACIÓN DE MAJADAHONDA,"CTRA. DE POZUELO, 61",916265642.0,916265279.0,916392607.0,280800,Majadahonda,28,MADRID,13,MADRID,028222,116,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,N,,N,braulio_garrido@fremap.es,1,2,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DE POZUELO, 61,Majadahonda,028222","Carretera de Pozuelo de Alarcón 61, Majadahonda, Comunidad de Madrid 28221, Spain","(40.4495071, -3.8538365, 0.0)",40.4495071,-3.8538365,0.0
280894,HOSPITAL UNIVERSITARIO DE MÓSTOLES,C/ DR. LUIS MONTES S/N (ANTIGUA C/ RÍO JÚCAR),916648600.0,,916471917.0,280920,Móstoles,28,MADRID,13,MADRID,028935,332,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hmtl@salud.madrid.org,1,2,0,0,0,0,0,0,0,0,2,0,0,"C/ DR. LUIS MONTES S/N (ANTIGUA C/ RÍO JÚCAR),Móstoles,028935","Móstoles, Community of Madrid, Spain","(40.32276916503906, -3.865741014480591, 0.0)",40.32276916503906,-3.865741014480591,0.0
280920,HOSPITAL EL ESCORIAL,"CTRA. GUADARRAMA - SAN LORENZO DE EL ESCORIAL, KM. 6,2",918973000.0,,918973005.0,281317,San Lorenzo de El Escorial,28,MADRID,13,MADRID,028200,91,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,hospitalelescorial.h@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,1,0,0,"CTRA. GUADARRAMA - SAN LORENZO DE EL ESCORIAL, KM. 6,2,San Lorenzo de El Escorial,028200","Carretera de Guadarrama 2, San Lorenzo del Escorial, Comunidad de Madrid 28200, Spain","(40.5973047, -4.1347992, 0.0)",40.5973047,-4.1347992,0.0
280936,HOSPITAL VIRGEN DE LA POVEDA,"CTRA. DEL HOSPITAL, S/N KM. 5",918608000.0,,918620100.0,281718,Villa del Prado,28,MADRID,13,MADRID,028630,202,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerenciahvpo@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DEL HOSPITAL, S/N KM. 5,Villa del Prado,028630","Calle del Prado 5, Bustillo del Páramo, Castilla y León 24357, Spain","(42.4186212, -5.813627, 0.0)",42.4186212,-5.813627,0.0
280954,HOSPITAL DE MADRID,"PZA CONDE DEL VALLE DE SUCHILL, 16",914476600.0,915941598.0,915941598.0,280796,Madrid,28,MADRID,13,MADRID,028015,99,2,QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,msanchezgalindo@hmhospitales.com,1,2,0,0,0,0,0,0,0,0,1,0,0,"PZA CONDE DEL VALLE DE SUCHILL, 16,Madrid,028015","Plaza del Conde del Valle de Suchil 16, Madrid, Comunidad de Madrid 28015, Spain","(40.4313399, -3.7067887, 0.0)",40.4313399,-3.7067887,0.0
280989,HOSPITAL UNIVERSITARIO DE GETAFE,"CRTRA DE TOLEDO, KM. 12,5",916839360.0,,916839748.0,280650,Getafe,28,MADRID,13,MADRID,028905,510,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gencia.hugf@salud.madrid.org,2,2,0,1,1,0,0,0,2,1,1,0,24,"CRTRA DE TOLEDO, KM. 12,5,Getafe,028905",Germany,"(51.09328079223633, 10.380292892456055, 0.0)",51.09328079223633,10.380292892456055,0.0
281034,CLÍNICA ISADORA,"PIRINEOS, 7",913111000.0,,913111659.0,280796,Madrid,28,MADRID,13,MADRID,028040,19,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,clinica-isadora@clinica-isadora.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIRINEOS, 7,Madrid,028040","Calle de los Pirineos 7, Madrid, Comunidad de Madrid 28040, Spain","(40.4571755, -3.7164082, 0.0)",40.4571755,-3.7164082,0.0
281049,HOSPITAL UNIVERSITARIO MONCLOA,"AV. VALLADOLID, 83",915957392.0,915957291.0,915957077.0,280796,Madrid,28,MADRID,13,MADRID,028008,235,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccion.moncloa@grupohla.com,1,2,0,1,1,0,0,0,0,0,1,0,1,"AV. VALLADOLID, 83,Madrid,028008","Avenida de Valladolid 83, Madrid, Comunidad de Madrid 28008, Spain","(40.4331281, -3.7338946, 0.0)",40.4331281,-3.7338946,0.0
281071,HOSPITAL UNIVERSITARIO FUNDACIÓN ALCORCÓN,"BUDAPEST, 1",916219400.0,,916219902.0,280072,Alcorcón,28,MADRID,13,MADRID,028922,400,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,direcciongerencia@fhalcorcon.es,2,2,1,1,1,1,0,0,0,0,2,1,28,"BUDAPEST, 1,Alcorcón,028922","Calle Budapest 1, Alcorcón, Comunidad de Madrid 28922, Spain","(40.349865, -3.834867, 0.0)",40.349865,-3.834867,0.0
281087,CLINICA CEMTRO,"AV. VENTISQUERO DE LA CONDESA, 42",917355757.0,,917355758.0,280796,Madrid,28,MADRID,13,MADRID,028035,94,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,administracion@clinicacemtro.com,1,4,0,0,0,0,0,0,0,0,0,0,0,"AV. VENTISQUERO DE LA CONDESA, 42,Madrid,028035","Avenida del Ventisquero de la Condesa 42, Madrid, Comunidad de Madrid 28035, Spain","(40.4935791, -3.7168029, 0.0)",40.4935791,-3.7168029,0.0
